name,platform,publisher,developer,Total_Shipped,year
Crazy Taxi: Catch a Ride,GBA,THQ,Graphic State,0.3,2003
Pride FC: Fighting Championships,PS2,THQ,Anchor,0.3,2003
The Fairly OddParents: Breakin' Da Rules,GC,THQ,Blitz Games,0.21,2003
Rocket Power: Zero Gravity Zone,GBA,THQ,Altron,0.2,2003
Tetris Worlds (Online Edition),XB,THQ,Radical Entertainment,0.2,2003
Big Mutha Truckers,XB,THQ,Eutechnyx,0.19,2003
Hot Wheels World Race,GC,THQ,Climax Group,0.16,2003
"Warhammer 40,000: Fire Warrior",PS2,THQ,Kuju Entertainment,0.15,2003
Scooby-Doo! Night of 100 Frights,XB,THQ,Heavy Iron Studios,0.14,2003
Sphinx and the Cursed Mummy,GC,THQ,Eurocom Entertainment Software,0.14,2003
Hot Wheels: World Race,GBA,THQ,Climax Group,0.14,2003
Alter Echo,PS2,THQ,Outrage Games,0.13,2003
Monster Truck Madness,GBA,THQ,Tantalus Interactive,0.12,2003
Red Faction II,XB,THQ,Outrage Games,0.12,2003
Sphinx and the Cursed Mummy,XB,THQ,Eurocom Entertainment Software,0.12,2003
The Fairly Odd Parents: Breakin Da Rules,XB,THQ,Blitz Games,0.11,2003
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,THQ,Krome Studios,0.11,2003
Evil Dead: Fistfull of Boomstick,XB,THQ,VIS Entertainment,0.1,2003
MotoGP 2,XB,THQ,Climax Group,0.1,2003
Bionicle,GBA,THQ,Mobius Entertainment,0.09,2003
Big Mutha Truckers,GC,THQ,Eutechnyx,0.08,2003
WWE Crush Hour,GC,THQ,Pacific Coast Power & Light,0.08,2003
Oddworld: Munch's Oddysee,GBA,THQ,ART Co.,0.06,2003
Piglet's Big Game,GBA,THQ,Doki Denki,0.05,2003
Alter Echo,XB,THQ,Outrage Games,0.05,2003
Summoner: A Goddess Reborn,GC,THQ,Cranky Pants Games,0.05,2003
Sega Arcade Gallery,GBA,THQ,Bits Studios,0.04,2003
Red Faction II,GC,THQ,Cranky Pants Games,0.03,2003
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,THQ,Natsume,0.03,2003
Jet Grind Radio,GBA,THQ,Vicarious Visions,0.03,2003
Drome Racers,GBA,THQ,Mobius Entertainment,0.03,2003
Space Channel 5: Ulala's Cosmic Attack,GBA,THQ,Art Corporation,0.02,2003
WWE SmackDown! vs. Raw,PS2,THQ,Yuke's,2.83,2004
The Incredibles,PS2,THQ,Heavy Iron Studios,2.37,2004
The Incredibles,GBA,THQ,Helixe,2.06,2004
MX Unleashed,PS2,THQ,Rainbow Studios,1.92,2004
The SpongeBob SquarePants Movie,PS2,THQ,Heavy Iron Studios,1.76,2004
2 Games in 1: Disney Princess & The Lion King,GBA,THQ,Various,1.75,2004
The SpongeBob SquarePants Movie,GBA,THQ,WayForward,1.46,2004
Sonic Advance 3,GBA,THQ,Dimps Corporation / Sonic Team,1.4,2004
The SpongeBob SquarePants Movie,GC,THQ,Heavy Iron Studios,0.94,2004
The Incredibles,GC,THQ,Heavy Iron Studios,0.84,2004
Full Spectrum Warrior,XB,THQ,Pandemic Studios,0.73,2004
Scooby-Doo 2: Monsters Unleashed,GBA,THQ,Altron,0.71,2004
Power Rangers: Dino Thunder,PS2,THQ,Pacific Coast Power & Light,0.71,2004
Tak 2: The Staff of Dreams,PS2,THQ,Avalanche Software,0.62,2004
Hot Wheels: Stunt Track Challenge,PS2,THQ,Climax Group,0.59,2004
The SpongeBob SquarePants Movie,XB,THQ,Heavy Iron Studios,0.54,2004
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,THQ,Tantalus Interactive,0.5,2004
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,THQ,THQ,0.5,2004
Power Rangers: Dino Thunder,GBA,THQ,Natsume,0.49,2004
Tak 2: The Staff of Dreams,GBA,THQ,Avalanche Software,0.46,2004
Hot Wheels: Stunt Track Challenge,GBA,THQ,Climax Group,0.45,2004
WWE Day of Reckoning,GC,THQ,Yuke's Future Media Creators,0.45,2004
Scooby-Doo! Mystery Mayhem,PS2,THQ,Artificial Mind and Movement,0.45,2004
MX Unleashed,XB,THQ,Rainbow Studios,0.44,2004
Power Rangers: Dino Thunder,GC,THQ,Pacific Coast Power & Light,0.4,2004
Nicktoons: Freeze Frame Frenzy,GBA,THQ,Altron,0.4,2004
The Fairly Odd Parents: Shadow Showdown,PS2,THQ,Blitz Games,0.35,2004
The Fairly Odd Parents: Shadow Showdown,GBA,THQ,Helixe,0.34,2004
Tak 2: The Staff of Dreams,GC,THQ,Avalanche Software,0.33,2004
Nicktoons: Movin,PS2,THQ,Unknown,0.32,2004
Finding Nemo: The Continuing Adventures,GBA,THQ,Altron,0.3,2004
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,THQ,THQ,0.28,2004
The Polar Express,PS2,THQ,Blue Tongue,0.23,2004
Scooby-Doo! Mystery Mayhem,GC,THQ,Artificial Mind and Movement,0.22,2004
The Fairly Odd Parents: Shadow Showdown,GC,THQ,Blitz Games,0.2,2004
The Polar Express,GBA,THQ,Tantalus Interactive,0.19,2004
All Grown Up! Express Yourself,GBA,THQ,Altron,0.18,2004
Scooby-Doo! Mystery Mayhem,XB,THQ,Artificial Mind and Movement,0.15,2004
Tak 2: The Staff of Dreams,XB,THQ,Avalanche Software,0.13,2004
WWE Survivor Series,GBA,THQ,Natsume,0.13,2004
LEGO Knights' Kingdom,GBA,THQ,Razorback Developments,0.11,2004
Ping Pals,DS,THQ,WayForward Technologies,0.11,2004
The Polar Express,GC,THQ,Blue Tongue,0.11,2004
Hot Wheels: Stunt Track Challenge,XB,THQ,Climax Group,0.1,2004
"Warhammer 40,000: Dawn of War",PC,THQ,Relic,0.05,2004
Sabre Wulf,GBA,THQ,Rare Ltd.,0.03,2004
WWE SmackDown! vs. Raw 2006,PS2,THQ,Yuke's,3.0,2005
WWE SmackDown! vs. RAW 2006,PS2,THQ,Yuke's,2.94,2005
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,THQ,Sega,1.83,2005
MX vs. ATV Unleashed,PS2,THQ,Rainbow Studios,1.03,2005
Zoo Tycoon DS,DS,THQ,Blue Fang Games,0.98,2005
Destroy All Humans!,PS2,THQ,Pandemic Studios,0.94,2005
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,THQ,Vicarious Visions,0.93,2005
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,THQ,Sonic Team,0.61,2005
Bratz: Rock Angelz,GBA,THQ,Blitz Games,0.54,2005
Juiced,PS2,THQ,Juice Games,0.53,2005
The Punisher,PS2,THQ,Volition Inc.,0.52,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,THQ,WayForward Technologies,0.51,2005
Destroy All Humans!,XB,THQ,Pandemic Studios,0.46,2005
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,THQ,Climax Group / ImaginEngine,0.45,2005
WWE WrestleMania 21,XB,THQ,Studio Gigante,0.45,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,THQ,THQ Australia Studios Pty Ltd.,0.44,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,THQ,THQ Australia Studios Pty Ltd.,0.44,2005
Power Rangers: S.P.D.,GBA,THQ,Natsume,0.44,2005
Nicktoons Unite!,GBA,THQ,Climax Group,0.43,2005
Nicktoons: Unite!,PS2,THQ,Blue Tongue,0.41,2005
The Incredibles: Rise of the Underminer,GBA,THQ,Helixe,0.4,2005
MX vs. ATV Unleashed,XB,THQ,Rainbow Studios,0.4,2005
WWE SmackDown! vs. RAW 2006,PSP,THQ,Yuke's,0.4,2005
Bratz: Rock Angelz,PS2,THQ,Blitz Games,0.38,2005
The Incredibles: Rise of the Underminer,PS2,THQ,Heavy Iron Studios,0.36,2005
Nicktoons: Unite!,GC,THQ,Blue Tongue,0.35,2005
WWE Day of Reckoning 2,GC,THQ,Yuke's Future Media Creators,0.34,2005
SpongeBob SquarePants: The Yellow Avenger,DS,THQ,Tantatus Interactive,0.34,2005
SpongeBob SquarePants: Double Pack,GBA,THQ,THQ,0.32,2005
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,THQ,Vicarious Visions,0.31,2005
Full Spectrum Warrior,PS2,THQ,Pandemic Studios,0.3,2005
The Punisher,XB,THQ,Volition Inc.,0.29,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,THQ,THQ Australia Studios Pty Ltd.,0.26,2005
Scooby-Doo! Unmasked,PS2,THQ,Artificial Mind and Movement,0.25,2005
Danny Phantom: The Ultimate Enemy,GBA,THQ,Altron,0.22,2005
Evil Dead: Regeneration,PS2,THQ,Cranky Pants Games,0.21,2005
Bratz: Rock Angelz,GC,THQ,Blitz Games,0.2,2005
Big Mutha Truckers 2,PS2,THQ,Eutechnyx,0.2,2005
Juiced,XB,THQ,Juice Games,0.18,2005
Scooby-Doo! Unmasked,GBA,THQ,Artificial Mind and Movement,0.18,2005
Teen Titans,GBA,THQ,A2M,0.17,2005
Hello Kitty: Happy Party Pals,GBA,THQ,ValuSoft,0.17,2005
Tak: The Great Juju Challenge,GBA,THQ,WayForward,0.17,2005
Let's Ride: Sunshine Stables,GBA,THQ,Independent Arts Software GmbH,0.16,2005
The Incredibles: Rise of the Underminer,GC,THQ,Heavy Iron Studios,0.16,2005
Power Rangers Double Pack,GBA,THQ,THQ,0.16,2005
Tak: The Great Juju Challenge,GC,THQ,Avalanche Software,0.15,2005
Scooby-Doo! Unmasked,GC,THQ,Artificial Mind and Movement,0.15,2005
The Fairly Odd Parents: Clash with the Anti-World,GBA,THQ,THQ,0.15,2005
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,THQ,THQ,0.15,2005
The Incredibles: Rise of the Underminer,DS,THQ,Helixe,0.15,2005
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,THQ,Saffire Corporation,0.12,2005
Constantine,PS2,THQ,Bits Studios,0.11,2005
Banjo-Pilot,GBA,THQ,Rare Ltd.,0.1,2005
Tak: The Great Juju Challenge,DS,THQ,Avalanche Software,0.09,2005
Scooby-Doo! Unmasked,DS,THQ,Artificial Mind and Movement,0.09,2005
The Incredibles: Rise of the Underminer,XB,THQ,Heavy Iron Studios,0.09,2005
Evil Dead: Regeneration,XB,THQ,Cranky Pants Games,0.08,2005
Scooby-Doo! Unmasked,XB,THQ,Artificial Mind and Movement,0.08,2005
Big Mutha Truckers 2,XB,THQ,Eutechnyx,0.07,2005
Tak: The Great Juju Challenge,XB,THQ,Avalanche Software,0.07,2005
everGirl,GBA,THQ,THQ,0.07,2005
Constantine,XB,THQ,Bits Studios,0.06,2005
The Incredibles: Rise of the Underminer,PC,THQ,Heavy Iron Studios,0.02,2005
MotoGP 3: Ultimate Racing Technology,XB,THQ,Climax Group,0.01,2005
WWE SmackDown vs. RAW 2007,PS2,THQ,Yuke's,2.58,2006
Saints Row,X360,THQ,Volition Inc.,2.0,2006
Bratz: Forever Diamondz,DS,THQ,Barking Lizards,1.48,2006
Cars,PS2,THQ,Rainbow Studios,1.21,2006
Cars,PSP,THQ,Locomotive Games,1.21,2006
Cars,GBA,THQ,Helixe,1.13,2006
Titan Quest,PC,THQ,Iron Lore Entertainment,1.04,2006
Cars,DS,THQ,Helixe,0.97,2006
Cars,GC,THQ,Rainbow Studios,0.93,2006
Cars,Wii,THQ,Rainbow Studios,0.92,2006
SpongeBob SquarePants: The Yellow Avenger,PSP,THQ,Tantalus Interactive,0.92,2006
Worms: Open Warfare,PSP,THQ,Team17 Software,0.77,2006
MX vs. ATV Unleashed: On the Edge,PSP,THQ,Rainbow Studios,0.69,2006
WWE SmackDown vs. RAW 2007,PSP,THQ,Yuke's,0.66,2006
WWE SmackDown vs. RAW 2007,X360,THQ,Yuke's,0.5,2006
Avatar: The Last Airbender,GC,THQ,AWE Games,0.5,2006
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,THQ,Blitz Games,0.49,2006
SpongeBob SquarePants: Creature from the Krusty Krab,DS,THQ,WayForward Technologies,0.49,2006
Destroy All Humans! 2,PS2,THQ,Pandemic Studios,0.48,2006
Juiced: Eliminator,PSP,THQ,Juice Games,0.42,2006
Double Pack: Finding Nemo / The Incredibles,XB,THQ,Traveller's Tales / Heavy Iron Studios,0.42,2006
Avatar: The Last Airbender,DS,THQ,AWE Games,0.33,2006
Spongebob Squarepants: Creature from the Krusty Krab,GC,THQ,Blitz Games,0.33,2006
Teen Titans,GC,THQ,A2M,0.33,2006
Nicktoons: Battle for Volcano Island,DS,THQ,Natsume,0.29,2006
Nicktoons: Battle for Volcano Island,GC,THQ,Blue Tongue,0.29,2006
Avatar: The Last Airbender,Wii,THQ,AWE Games,0.28,2006
Teen Titans,PS2,THQ,A2M,0.25,2006
Cars,X360,THQ,Rainbow Studios,0.25,2006
The Outfit,X360,THQ,Unknown,0.25,2006
Bratz: Forever Diamondz,GC,THQ,Blitz Games,0.21,2006
Cars,XB,THQ,Rainbow Studios,0.2,2006
Paws & Claws: Pet Resort,GBA,THQ,ValuSoft,0.16,2006
Finding Nemo: Escape to the Big Blue,DS,THQ,Altron,0.16,2006
Monster House,DS,THQ,Artificial Mind and Movement,0.16,2006
Monster House,PS2,THQ,Artificial Mind and Movement,0.14,2006
Monster House,GC,THQ,Artificial Mind and Movement,0.14,2006
MotoGP '06,X360,THQ,Climax Studios,0.14,2006
Barnyard,GC,THQ,Blue Tongue,0.12,2006
Avatar: The Last Airbender,PSP,THQ,AWE Games,0.11,2006
Nicktoons: Unite!,DS,THQ,Climax Group,0.11,2006
Barnyard,PS2,THQ,Blue Tongue,0.09,2006
Scooby-Doo! Who's Watching Who?,DS,THQ,THQ,0.09,2006
Let's Ride! Silver Buckle Stables,PS2,THQ,Coresoft,0.09,2006
Monster House,GBA,THQ,Artificial Mind and Movement,0.09,2006
Worms: Open Warfare,DS,THQ,Team17 Software,0.08,2006
Scooby-Doo! Who's Watching Who?,PSP,THQ,THQ,0.08,2006
Let's Ride! Dreamer,GBA,THQ,Independent Arts,0.07,2006
Sprint Cars: Road to Knoxville,PS2,THQ,Big Ant Studios,0.07,2006
Alex Rider: Stormbreaker,DS,THQ,Altron,0.07,2006
Full Spectrum Warrior: Ten Hammers,PS2,THQ,Pandemic Studios,0.07,2006
Barnyard,GBA,THQ,Halfbrick Studios,0.05,2006
Full Spectrum Warrior: Ten Hammers,XB,THQ,Pandemic Studios,0.05,2006
Danny Phantom: Urban Jungle,DS,THQ,THQ,0.04,2006
Company of Heroes,PC,THQ,Relic,0.04,2006
Barnyard,Wii,THQ,Blue Tongue,0.04,2006
Games Explosion!,GBA,THQ,FrontLine Studios,0.02,2006
Bratz: Forever Diamondz,PS2,THQ,Blitz Games,0.01,2006
Bratz: Forever Diamondz,GBA,THQ,Barking Lizards,0.01,2006
WWE SmackDown vs Raw 2008,PS2,THQ,Yuke's Media Creations,2.34,2007
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,THQ,Helixe / Altron,1.76,2007
SpongeBob's Atlantis SquarePantis,DS,THQ,Altron,1.61,2007
WWE SmackDown vs Raw 2008,X360,THQ,Yuke's Media Creations,1.43,2007
WWE SmackDown vs Raw 2008,PS3,THQ,Yuke's Media Creations,1.33,2007
Ratatouille,DS,THQ,Helixe,1.25,2007
WWE SmackDown vs Raw 2008,PSP,THQ,Yuke's Media Creations,1.19,2007
WWE SmackDown vs Raw 2008,Wii,THQ,Yuke's Media Creations,0.98,2007
Ratatouille,PS2,THQ,Asobo Studio,0.85,2007
Drawn to Life,DS,THQ,5TH Cell,0.78,2007
MX vs. ATV Untamed,X360,THQ,Rainbow Studios,0.68,2007
Cars: Mater-National Championship,DS,THQ,Rainbow Studios,0.68,2007
Ratatouille,PSP,THQ,Locomotive Games,0.66,2007
MX vs. ATV Untamed,PSP,THQ,Rainbow Studios,0.65,2007
Paws & Claws: Pet Vet,DS,THQ,ValuSoft,0.64,2007
Stuntman: Ignition,X360,THQ,Paradigm Entertainment,0.64,2007
Juiced 2: Hot Import Nights,X360,THQ,Juice Games,0.63,2007
SpongeBob's Atlantis SquarePantis,Wii,THQ,Blitz Games,0.62,2007
Bratz 4 Real,DS,THQ,THQ,0.57,2007
Are You Smarter than a 5th Grader?,DS,THQ,ValuSoft,0.53,2007
Stuntman: Ignition,PS3,THQ,Paradigm Entertainment,0.52,2007
Ratatouille,PS3,THQ,Heavy Iron Studios,0.51,2007
Ratatouille,Wii,THQ,Asobo Studio,0.5,2007
Paws & Claws: Dogs & Cats Best Friends,DS,THQ,Sproing Interactive Media,0.5,2007
Nicktoons: Attack of the Toybots,PS2,THQ,Blue Tongue Entertainment,0.5,2007
Cars Mater-National Championship,Wii,THQ,Incinerator Games,0.49,2007
Bratz: The Movie,PS2,THQ,Blitz Games,0.48,2007
MX vs. ATV Untamed,PS3,THQ,Rainbow Studios,0.46,2007
Worms: Open Warfare 2,PSP,THQ,Team17 Software / Two Tribes,0.45,2007
SpongeBob's Atlantis SquarePantis,PS2,THQ,Blitz Games,0.44,2007
Nicktoons: Attack of the Toybots,Wii,THQ,Blue Tongue Entertainment,0.44,2007
Avatar: The Last Airbender - The Burning Earth,PS2,THQ,THQ Australia,0.42,2007
Cars: Mater-National Championship,PS3,THQ,Rainbow Studios,0.41,2007
Juiced 2: Hot Import Nights,PS2,THQ,Juice Games,0.39,2007
MX vs. ATV Untamed,PS2,THQ,Rainbow Studios,0.38,2007
Juiced 2: Hot Import Nights,PSP,THQ,Juice Games,0.37,2007
Worms: Open Warfare 2,DS,THQ,Team17 Software / Two Tribes,0.35,2007
Avatar: The Last Airbender - The Burning Earth,DS,THQ,TOSE Software,0.34,2007
Conan,PS3,THQ,Nihilistic Software,0.34,2007
"Warhammer 40,000: Squad Command",PSP,THQ,RedLynx,0.33,2007
Stuntman: Ignition,PS2,THQ,Paradigm Entertainment,0.27,2007
Ratatouille: Food Frenzy,DS,THQ,Helixe,0.27,2007
Ratatouille,X360,THQ,Heavy Iron Studios,0.27,2007
Bratz: The Movie,Wii,THQ,Blitz Games,0.26,2007
Juiced 2: Hot Import Nights,PS3,THQ,Juice Games,0.25,2007
MotoGP '07,X360,THQ,Climax Studios,0.25,2007
Avatar: The Last Airbender - The Burning Earth,Wii,THQ,THQ Australia,0.25,2007
Cars: Mater-National Championship,PS2,THQ,Rainbow Studios,0.25,2007
Juiced 2: Hot Import Nights,DS,THQ,Juice Games,0.24,2007
Ratatouille,GBA,THQ,Helixe,0.2,2007
Conan,X360,THQ,Nihilistic Software,0.19,2007
Cars: Mater-National Championship,X360,THQ,Rainbow Studios,0.14,2007
Ratatouille,GC,THQ,Asobo Studio,0.14,2007
Paws & Claws: Pet Vet 2,DS,THQ,ValuSoft,0.14,2007
Avatar: The Last Airbender - The Burning Earth,X360,THQ,THQ Australia,0.13,2007
WWE SmackDown vs Raw 2008,DS,THQ,Amaze Entertainment,0.12,2007
MX vs. ATV Untamed,DS,THQ,Rainbow Studios,0.12,2007
Tetris Evolution,X360,THQ,THQ,0.11,2007
American Girl: Julie Finds a Way,DS,THQ,"Webfoot Technologies, Inc.",0.1,2007
El Tigre: The Adventures of Manny Rivera,DS,THQ,Blue Tongue Entertainment,0.09,2007
Elements of Destruction,DS,THQ,Black Lantern Studios,0.07,2007
"Warhammer 40,000: Squad Command",DS,THQ,RedLynx,0.06,2007
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,THQ,GSC Game World,0.06,2007
Nicktoons: Attack of the Toybots,DS,THQ,Natsume,0.05,2007
Supreme Commander,PC,THQ,Gas Powered Games,0.04,2007
Company of Heroes: Opposing Fronts,PC,THQ,Relic,0.04,2007
Supreme Commander: Forged Alliance,PC,THQ,Gas Powered Games,0.04,2007
NHRA Drag Racing: Countdown to the Championship,PS2,THQ,"Pipeworks Software, Inc.",0.04,2007
NHRA Drag Racing: Countdown to the Championship,PSP,THQ,"Pipeworks Software, Inc.",0.03,2007
Ratatouille,PC,THQ,Asobo Studio,0.03,2007
Drake & Josh: Talent Showdown,DS,THQ,Artificial Mind and Movement,0.03,2007
Zoey 101: Field Trip Fiasco,DS,THQ,THQ,0.02,2007
Saints Row 2,X360,THQ,Volition Inc.,3.07,2008
Saints Row 2,PS3,THQ,Volition Inc.,1.68,2008
Big Beach Sports,Wii,THQ,HB Studios Multimedia,1.66,2008
Drawn To Life: SpongeBob SquarePants Edition,DS,THQ,Altron,1.48,2008
Wall-E,DS,THQ,Heavy Iron Studios,1.46,2008
WWE SmackDown vs. Raw 2009,PS2,THQ,Yuke's Media Creations,1.24,2008
Wall-E,Wii,THQ,Heavy Iron Studios,1.02,2008
de Blob,Wii,THQ,Blue Tongue,0.96,2008
WWE SmackDown vs. Raw 2009,PS3,THQ,Yuke's Media Creations,0.94,2008
WWE SmackDown vs. Raw 2009,X360,THQ,Yuke's Media Creations,0.92,2008
WWE SmackDown vs. Raw 2009,Wii,THQ,Yuke's Media Creations,0.83,2008
All Star Cheer Squad,Wii,THQ,Gorilla Systems,0.79,2008
Wall-E,PS2,THQ,Asobo Studio,0.75,2008
WWE SmackDown vs. Raw 2009,PSP,THQ,Yuke's Media Creations,0.75,2008
My Little Pony: Pinkie Pie's Party,DS,THQ,ImaginEngine Corp.,0.73,2008
Wall-E,PSP,THQ,Heavy Iron Studios,0.65,2008
Wall-E,X360,THQ,Heavy Iron Studios,0.62,2008
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,PS2,THQ,Incinerator Studios,0.58,2008
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,DS,THQ,Natsume,0.57,2008
Frontlines: Fuel of War,X360,THQ,Kaos Studios,0.56,2008
Viva Pinata: Pocket Paradise,DS,THQ,Rare Ltd.,0.55,2008
Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,THQ,0.54,2008
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,THQ,Incinerator Studios,0.53,2008
American Girl: Kit Mystery Challenge!,DS,THQ,"Webfoot Technologies, Inc.",0.45,2008
Wall-E,PS3,THQ,Heavy Iron Studios,0.4,2008
Are You Smarter than a 5th Grader? Make the Grade,DS,THQ,THQ,0.39,2008
MX vs. ATV Untamed,Wii,THQ,Rainbow Studios,0.33,2008
Bratz: Girlz Really Rock,DS,THQ,Barking Lizards Technologies LLC,0.32,2008
Zoo Tycoon 2 DS,DS,THQ,Altron,0.29,2008
Bratz: Super Babyz,DS,THQ,Creat Studios,0.28,2008
All Star Cheer Squad,DS,THQ,Gorilla Systems,0.28,2008
Tak and the Guardians of Gross,PS2,THQ,Blitz Games,0.28,2008
Avatar: The Last Airbender - Into the Inferno,PS2,THQ,Halfbrick Studios,0.25,2008
Paws & Claws: Pet Resort,DS,THQ,ValuSoft,0.24,2008
Bratz: Girlz Really Rock,PS2,THQ,Blitz Games,0.23,2008
Pass the Pigs,DS,THQ,Universomo,0.22,2008
Bratz: Girlz Really Rock,Wii,THQ,Blitz Games,0.21,2008
Age of Empires: Mythologies,DS,THQ,Griptonite,0.21,2008
Baja: Edge of Control,PS3,THQ,2XL Games,0.21,2008
The Naked Brothers Band: The Video Game,Wii,THQ,Barking Lizards Technologies,0.21,2008
Baja: Edge of Control,X360,THQ,2XL Games,0.2,2008
The Naked Brothers Band: The Video Game,DS,THQ,1st Playable Productions,0.2,2008
Avatar: The Last Airbender - Into the Inferno,Wii,THQ,Halfbrick Studios,0.19,2008
WWE SmackDown vs. Raw 2009,DS,THQ,TOSE,0.18,2008
Nancy Drew: The Hidden Staircase,DS,THQ,Gorilla Systems,0.18,2008
The Naked Brothers Band: The Video Game,PS2,THQ,Barking Lizards Technologies,0.17,2008
Tak: Mojo Mistake,DS,THQ,THQ,0.16,2008
Tak and the Guardians of Gross,Wii,THQ,Blitz Games,0.16,2008
Gallop & Ride!,Wii,THQ,THQ,0.14,2008
Back At The Barnyard: Slop Bucket Games,DS,THQ,Firemint,0.13,2008
Destroy All Humans! Big Willy Unleashed,Wii,THQ,Locomotive Games,0.13,2008
Destroy All Humans! Path of the Furon,X360,THQ,Sandblast Games,0.13,2008
Avatar: The Last Airbender - Into the Inferno,DS,THQ,Halfbrick Studios,0.13,2008
Merv Griffin's Crosswords,Wii,THQ,Pipeworks Software Inc.,0.11,2008
Lock's Quest,DS,THQ,5TH Cell,0.09,2008
Worms: A Space Oddity,Wii,THQ,Team17 Software,0.08,2008
Let's Ride! Friends Forever,DS,THQ,THQ,0.07,2008
DropCast,DS,THQ,Mikoishi,0.06,2008
Frontlines: Fuel of War,PC,THQ,Kaos Studios,0.02,2008
"Warhammer 40,000: Dawn of War: Soulstorm",PC,THQ,Iron Lore Entertainment,0.02,2008
Wall-E,PC,THQ,Heavy Iron Studios,0.02,2008
Juiced 2: Hot Import Nights,PC,THQ,Juice Games,0.01,2008
Journey to the Center of the Earth,DS,THQ,Midway Games,0.01,2008
UFC 2009 Undisputed,X360,THQ,Yuke's Osaka,2.07,2009
UFC 2009 Undisputed,PS3,THQ,Yuke's Osaka,1.76,2009
WWE SmackDown vs. Raw 2010,PS3,THQ,JAKKS Pacific,1.17,2009
The Biggest Loser,Wii,THQ,Blitz Games,1.07,2009
WWE SmackDown vs. Raw 2010,PS2,THQ,JAKKS Pacific,1.07,2009
WWE SmackDown vs. Raw 2010,X360,THQ,JAKKS Pacific,1.04,2009
Cars: Race-O-Rama,Wii,THQ,Rainbow Studios,0.99,2009
Mx vs. ATV Reflex,PS3,THQ,Rainbow Studios,0.91,2009
Red Faction: Guerrilla,X360,THQ,Volition Inc.,0.87,2009
Drawn to Life: The Next Chapter,Wii,THQ,Planet Moon Studios,0.75,2009
Red Faction: Guerrilla,PS3,THQ,Volition Inc.,0.74,2009
WWE SmackDown vs. Raw 2010,Wii,THQ,JAKKS Pacific,0.73,2009
Mx vs. ATV Reflex,X360,THQ,Rainbow Studios,0.72,2009
World of Zoo,DS,THQ,Blue Fang Games,0.69,2009
Drawn to Life: The Next Chapter,DS,THQ,5TH Cell,0.65,2009
Up,DS,THQ,THQ,0.64,2009
WWE SmackDown vs. Raw 2010,PSP,THQ,Yuke's,0.61,2009
World of Zoo,Wii,THQ,Blue Fang Games,0.61,2009
Up,Wii,THQ,THQ,0.57,2009
Legends of WrestleMania,PS3,THQ,Yuke's,0.55,2009
WWE SmackDown vs. Raw 2010,DS,THQ,JAKKS Pacific,0.53,2009
Up,PS2,THQ,THQ,0.48,2009
Cars: Race-O-Rama,DS,THQ,Rainbow Studios,0.47,2009
"Warhammer 40,000: Dawn of War II",PC,THQ,Relic,0.47,2009
Cars: Race-O-Rama,PS2,THQ,Rainbow Studios,0.47,2009
SpongeBob's Truth or Square (US sales),DS,THQ,Heavy Iron Studios,0.42,2009
Marvel Super Hero Squad,DS,THQ,Halfbrick Studios,0.41,2009
Cars: Race-O-Rama,PSP,THQ,Rainbow Studios,0.41,2009
James Patterson Women's Murder Club: Games of Passion,DS,THQ,Griptonite Games,0.41,2009
Up,PSP,THQ,THQ,0.41,2009
Legends of WrestleMania,X360,THQ,Yuke's,0.39,2009
SpongeBob's Truth or Square (US sales),PSP,THQ,Heavy Iron Studios,0.39,2009
SpongeBob's Truth or Square (US sales),Wii,THQ,Heavy Iron Studios,0.39,2009
SpongeBob vs The Big One: Beach Party Cook Off,DS,THQ,THQ,0.39,2009
Paws & Claws: Pampered Pets,DS,THQ,Radon Labs GmbH,0.38,2009
Marvel Super Hero Squad,Wii,THQ,Blue Tongue,0.36,2009
The Biggest Loser,DS,THQ,Webfoot Technologies,0.32,2009
Up,X360,THQ,THQ,0.29,2009
Marvel Super Hero Squad,PS2,THQ,Mass Media Inc.,0.29,2009
