Name,Critic_Score,User_Score
Mario Paint,,
Yoshi,,
Super Scope 6,,
Yoshi,,
Super Mario USA,,
Super Soccer,,
The Legend of Zelda: Link's Awakening,,
Star Fox,,
Yoshi's Cookie,,
Tetris 2,,
Yoshi's Cookie,,
Tetris 2,,
Mario & Wario,,
Tetris 2 (weekly jp sales),,
Donkey Kong,,
Fire Emblem: Monshou no Nazo,,
Mega Man 6,,
Stunt Race FX,,
Illusion of Gaia,,
Donkey Kong Land,,
Killer Instinct,,
Kirby's Dream Land 2,,
EarthBound,,
Mario's Picross,,
Mario no Super Picross,,
Gameboy Gallery,,
Donkey Kong Land 2,,
Super Mario RPG: Legend of the Seven Stars,,
Kirby Super Star,,
Killer Instinct Gold,,
Fire Emblem: Seisen no Keifu,,
Picross 2,,
Kirby's Block Ball,,
Tetris Attack,,
Tetris Attack,,
Terranigma,,
Donkey Kong Land III,,
Game & Watch Gallery,,
Kirby's Star Stacker,,
Itoi Shigesato no Bass Tsuri No. 1,,
Yoshi's Story,,
Tetris DX,,
Wario Land II,,
Pocket Monsters Stadium,,
Game & Watch Gallery 2,,
Major League Baseball Featuring Ken Griffey Jr,,
Game & Watch Gallery 3,,
Wario Land II (GBC),,
Mario Golf,,
Command & Conquer,,
Fire Emblem: Thracia 776,,
NBA Courtside 2 featuring Kobe Bryant,,
Wario Land 3,,
RR64: Ridge Racer 64,,
Custom Robo V2,,
Donkey Kong GB: Dinky Kong & Dixie Kong,,
Trade & Battle: Card Hero,,
Sin and Punishment,,
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,,
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,,
The Legend of Zelda: Oracle of Ages / Seasons,,
Kirby Tilt 'n' Tumble,,
Mario Tennis,,
Pokemon Card GB2: GRdan Sanjou,,
Animal Crossing,,
Magical Vacation,,
L'Aigle de Guerre,,
Yoshi's Island: Super Mario Advance 3,,
Hamtaro: Ham-Hams Unite!,,
Densetsu no Stafi,,
Fire Emblem: Fuuin no Tsurugi,,7.0
Pokemon Pinball: Ruby & Sapphire (Old all region sales),,
"WarioWare, Inc.: Mega MicroGame$",,
Mother 1+2,,
Pokemon Pinball: Ruby & Sapphire (JP weekly sales),,
Densetsu no Stafi 2,,
Classic NES Series: Super Mario Bros.,,
Classic NES Series: The Legend of Zelda,,
Classic NES Series: Donkey Kong,,
"WarioWare, Inc.: Mega Party Game$",,
Classic NES Series: Dr. Mario,,
Classic NES Series: Metroid,,
Famicom Mini: Super Mario Bros. 2,,
Custom Robo,,
Classic NES Series: Ice Climber,,
Pokemon Box: Ruby and Sapphire,,
Classic NES Series: Bomberman,,
Classic NES Series: Excitebike,,
Classic NES Series: Xevious,,
Densetsu no Stafi 3,,
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,,
Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,,
Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,,
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,,
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,,
Famicom Mini: Mappy,,
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,,
Famicom Mini: Mario Bros.,,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,,
Famicom Mini: Star Soldier,,
Famicom Mini: Hikari Shinwa: Palutena no Kagami,,
Famicom Mini: Nazo no Murasame-Jou,,
Famicom Mini: Wrecking Crew,,
Famicom Mini: Balloon Fight,,
Famicom Mini: Clu Clu Land,,
WarioWare: Twisted!,,
Yoshi Topsy-Turvy,,
Jump Super Stars,,
Mario Tennis: Power Tour,,
Yoshi Touch & Go,,
Yoshi Touch & Go (JP sales),,
DS Rakubiki Jiten,,
Osu! Tatakae! Ouendan,,
English Training: Have Fun Improving Your Skills!,,
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,
Pokemon Mystery Dungeon: Red Rescue Team (US weekly sales),,
Jump Ultimate Stars,,
Pokemon Trozei!,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,,
Mother 3,,
Rhythm Tengoku,,
Sudoku Gridmaster (JP sales),,
Magical Starsign (US sales),,
Densetsu no Stafi 4,,
Eyeshield 21: Max Devil Power,,
Project Hacker: Kakusei,,
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,,
Kanji Sonomama DS Rakubiki Jiten,,
Chou Soujuu Mecha MG,,
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,,
Mawashite Tsunageru Touch Panic,,
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,,
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,,
Magical Starsign (JP sales),,
Eyeshield 21: DevilBats DevilDays,,
Calcio Bit,,
Practise English!,,
Ganbaru Watashi no Kakei Diary,,
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,,
Punch-Out!!,,
DS Bungaku Zenshuu,,
Freshly-Picked: Tingle's Rosy Rupeeland,,
Chibi-Robo! Park Patrol,,
ASH: Archaic Sealed Heat,,
Kousoku Card Battle: Card Hero,,
Kurikin: Nano Island Story,,
Suujin Taisen,,
Eyeshield 21: Field Saikyou no Senshi Tachi,,
Slide Adventure: Mag Kid,,
theta,,
Sekai no Gohan Shaberu! DS Oryouri Navi,,
DS Bimoji Training,,
CrossworDS,,
Soma Bringer,,
Minna no Joushiki Ryoku TV,,
Make 10: A Journey of Numbers,,
Tomodachi Collection,,
Fossil Fighters (JP sales),,
Nintendo Presents: Crossword Collection,,
Active Health with Carol Vorderman,,
Okaeri! Chibi-Robo! Happy Richie Oosouji,,
Irozuki Tingle no Koi no Balloon Trip,,
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,,
DS Uranai Seikatsu,,
Wii de Asobu Chibi-Robo!,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,,
Takt of Magic,,
Pok??Park Wii: Pikachu's Adventure,,
Jam With the Band,,
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,,
Are You Smarter Than a 5th Grader? Back to School,,
Face Training,,
Zangeki no Reginleiv,,
Mario Tennis,,
1000 Cooking Recipes from ELLE ?ÿ table,,
Otona no Renai Shousetsu: Harlequin Selection,,
Just Dance Wii,,
Learn with Pokemon: Typing Adventure,,
Eigo de Tabisuru: Little Charo,,
Hana to Ikimono Rittai Zukan,,
Nintendogs + Cats Golden Retriever and New Friends,,
Style Savvy: Trendsetters,,
Just Dance Wii 2,,
Fatal Frame 2: Wii Edition,,
PokePark 2: Wonders Beyond,,
Tomodachi Collection: New Life,,
Daigasso! Band Brothers P,,
Inazuma Eleven 3: Lighting Bolt / Bomb Blast,,
Lego City Undercover: The Chase Begins,,
Just Dance Wii U,,
Famicom Remix Best Choice,,
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,,
Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,,
Fire Emblem Fates,,
Momotaro Dentetsu 2017: Tachiagare Nippon!!,,
Teddy Together,,
Yokai Watch 2: Psychic Specters,,
Mario & Luigi Superstar Saga + Bowser's Minions,,
Pokemon Gold/Pokemon Silver,,
BoxBoy! Hakobume Box,,
Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,
Pokemon Crystal Version,,
Sushi Striker: The Way of Sushido,,
Yokai Watch 3: Sukiyaki,,
Jacqueline Wilson's Tracy Beaker: The Game,,
Jacqueline Wilson's Tracy Beaker: The Game,,
Burn Zombie Burn!,,
Peppa Pig: Theme Park Fun,,
Peppa Pig: The Game,,
Football Director DS,,
Peppa Pig: The Game,,
Battle Ranch: Pigs vs Plants,,
Inside,,
Mother Goose no Himitsu no Yakata,,
Okashi na Shima no Peter Pan: Sweet Never Land,,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,,
Joker no Kuni no Alice,,
Clover no Kuni no Alice,,
"Iza, Shutsujin! Koisen",,
"Asaki, Yumemishi",,
Oumagatoki: Kaidan Romance,,
Abunai: Koi no Sousa Shitsu,,
Arabians Lost: The Engagement on Desert,,
Hyakki Yagyou Kaidan Romance,,
School Wars,,
Daiya no Kuni no Alice: Wonderful Mirror World,,
Romeo Vs. Juliet,,
School Wars: Graduation Front,,
0-ji no Kane to Cinderella: Halloween Wedding,,
Hyaku Monogatari: Kaidan Romance,,
Heart no Kuni no Alice: Wonderful Twin World,,
Satomi Hakkenden: Hachi Tamanoki,,
Mermaid Gothic,,
Satomi Hakkenden: Hamaji Himenoki,,
Arabians Doubt,,
Kuroyukihime: Snow Black,,
Majo'ou,,
Satomi Hakkenden: Murasame Marunoki,,
Genji Koi Emaki,,
Pixel Piracy,,
Real Farm,,
Real Farm,,
The Girl and the Robot,,
Pharaonic,,
Pharaonic,,
8-Bit Armies,,
8-Bit Armies,,
Air Missions: Hind,,
Overcooked,,
Overcooked,,
Immortal Unchained,,
Immortal Unchained,,
Sins of a Solar Empire: Trinity,,
Elminage II: Sousei no Megami to Unmei no Daichi,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,,
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,,
Elminage Original: Majo to Megami to Kamigami no Yubiwa,,
Elminage Gothic: Ulm Zakir to Yami no Gishiki,,
Putty Squad,,
Super Putty Squad,,
Harukanaru Augusta 2: Masters,,
Minna no DS Seminar: Kanpeki Kanji Ryoku,,
Minna no DS Seminar: Kanpeki Eitango Ryoku,,
Mame Goma: Honobo no Nikki,,
Undertale,,
Ikaruga,,
Wrestle Angels: Survivor 2,,
Spyro: Enter the Dragonfly,,
Secret Agent Barbie: Royal Jewels Mission,,
The Simpsons: Hit & Run,,
Battlestar Galactica,,
Dr. Seuss' The Cat in the Hat,,
Battlestar Galactica,,
Jurassic Park: Operation Genesis,,
Crash: Twinsanity,,
The Chronicles of Riddick: Escape From Butcher Bay,,
Van Helsing,,
Crash: Twinsanity,,
The X Files: Resist or Serve,,
Robots,,
Crash Tag Team Racing,,
Barbie Superpack: Secret Agent / Groovy Games,,
NHRA Championship Drag Racing,,
Merv Griffin's Crosswords,,
Fabulous Finds,,
18 Wheels of Steel: Extreme Trucker,,
Jewel Quest 5: The Sleepless Star,,
Voodoo Chronicles: First Sign,,
LUFTRAUSERS,,
VA-11 HALL-A,,
Mobile Light Force 2,,
XS Airboat Racing,,
FunkMaster Flex's Digital Hitz Factory,,
Castle Shikigami 2,,
Rebel Raiders: Operation Nighthawk,,
Commando: Steel Disaster,,
Rebel Raiders: Operation Nighthawk,,
Super PickUps,,
Ayakashi Gohan: Oomori!,,
Dynamic Chord feat. Reve Parfait: V Edition,,
Starry Sky: Spring Stories,,
Dynamic Chord feat. Apple-Polisher: V Edition,,
Major League Baseball 2K5,,
Major League Baseball 2K7,,
The BIGS,,
The BIGS,,
The BIGS,,
The BIGS,,
NHL 2K9,,
MLB Power Pros 2008,,
The BIGS 2,,
The BIGS 2,,
The BIGS 2,,
MLB 2K9 Fantasy All-Stars,,
The BIGS 2,,
NBA 2K10,,
NBA 2K11,,
NBA 2K11,,
NBA 2K11,,
NBA 2K12,,
NBA 2K12,,
Major League Baseball 2K11,,
Nicktoons MLB,,
Nicktoons MLB,,
Nicktoons MLB,,
Major League Baseball 2K11,,
Major League Baseball 2K11,,
Major League Baseball 2K11,,
Major League Baseball 2K11,,
NBA 2K13,,
MLB 2K12 / NBA 2K12 Combo Pack,,
NBA 2K13,,
Major League Baseball 2K13,,
NBA 2K15,,
NBA 2K15,,
WWE 2K15,,
WWE 2K15,,
NBA 2K16,,
NBA 2K16,,
NBA 2K16,,
NBA 2K17,,
NBA 2K17,,
WWE 2K16,,
NBA 2K17,,
WWE 2K18,,
NBA 2K19,,
BikkuriMan Daijiten,,
The Professor's Brain Trainer: Logic,,
?­Shin Chan Flipa en colores!,,
Fashion Designer: Style Icon,,
Shin Chan: ?­Aventuras de Cine!,,
Shin Chan: Las Nuevas Aventuras Para Wii!,,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",,
Cooking Mama 3: Shop & Chop,,
IL-2 Sturmovik: Birds of Prey,,
Discovery Kids: Kitten Corner,,
Discovery Kids: Puppy Playtime,,
Hotel for Dogs,,
Discovery Kids: Dolphin Discovery,,
Discovery Kids: Pony Paradise,,
The Destiny of Zorro,,
Diva Girls: Divas on Ice,,
Discovery Kids: Spider Quest,,
Salon Superstar,,
Picture Perfect Hair Salon,,
Discovery Kids: Parrot Pals,,
Shin Chan Contra ?­Los Plastas!,,
Diva Girls: Divas on Ice,,
Hotel for Dogs,,
Fashion Week Jr. Designer,,
My Ballet Studio,,
My Ballet Studio,,
Grease,,
Farmtopia,,
Learning to Spell,,
Grease,,
Cats & Dogs: The Revenge of Kitty Galore,,
My First Dollhouse,,
Field & Stream: Total Outdoorsman Challenge,,
My Pet Chimp,,
MorphX,,
World Championship Spelling,,
Discovery Kids: Snake Safari,,
Mind over Matter,,
Zorro: Quest For Justice,,
Mean Girls,,
Grease Dance,,
Michael Phelps: Push the Limit,,
HOP,,
Naruto Shippuden 3D: The New Era,,
Grease Dance,,
Johnny Test,,
Dawn of Fantasy,,
Supremacy MMA,,
Top Gun: Hard Lock,,
Top Gun: Hard Lock,,
Deep Black,,
Payday 2,,
Payday 2,,
Terraria,,
Sniper Elite III,,
Sniper Elite III,,
Defense Grid 2,,
Terraria,,
Terraria,,
Payday 2,,
Terraria,,
Brothers: A Tale of Two Sons,,
Portal Knights,,
Terraria,,
INSIDE / LIMBO Double Pack,,
INSIDE / LIMBO Double Pack,,
ABZU,,
The Banner Saga Trilogy - Bonus Edition,,
The Banner Saga Trilogy - Bonus Edition,,
Don't Starve: Giant Edition,,
TNN Motor Sports Hardcore 4x4,,
Perfect Weapon,,
Parfait: Chocolat Second Style,,
Aria: The Natural ~Tooi Yume no Mirage~,,
Higurashi no Naku Koro ni Matsuri,,
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,,
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,,
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,,
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,,
Higurashi Daybreak Portable,,
Aria: The Origination ~Aoi Wakusei no El Cielo~,,
Akai Ito DS,,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,,
Sugar + Spice! Anoko no Suteki na Nanimokamo,,
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,,
Higurashi Daybreak Portable Mega Edition,,
Triggerheart Excelica Enhanced,,
Sekirei: Mirai Kara no Okurimono,,
Akai Ito Destiny DS,,
Nicola Kanshuu: Model * Oshare Audition,,
Saki Portable,,
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,,
Otome wa Oanesama Boku ni Koi Shiteru Portable,,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,,
Koisuru Otome to Shugo no Tate Portable,,
Suzunone Seven: Rebirth Knot,,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,,
No Fate! Only the Power of Will,,
No Fate! Only the Power of Will,,
Nicola Kanshuu: Model * Oshare Audition 2,,
Gal Gun,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,,
Saka Agari Hurricane Portable,,
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,,
Princess Frontier Portable,,
Umineko no Naku Koro ni Portable 1,,
Nicola Kanshuu: Model Oshare * Audition Platinum,,
Gal Gun,,
Ouka Sengoku Portable,,
Chibi * Devi!,,
Model * Oshare Audition: Dream Girl,,
Ren'ai 0 Kilometer,,
Saki Achiga-hen episode of side-A Portable,,
Gaku * Ou: The Royal Seven Stars + Meteor,,
Onigokko! Portable,,
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,,
Dream Girl Premier,,
To Heart 2: Another Days,,
White Album 2: Shiawase no Mukougawa,,
Heartful Simulator Pachi-Slot: To Heart 2,,
Dungeon Travelers 2: The Royal Library & the Monster Seal,,
White Album 2: Shiawase no Mukougawa,,
To Heart 2: Dungeon Travelers,,
Utawarerumono: Mask of Deception,,
Utawarerumono: Mask of Truth,,
Utawarerumono: Chiriyukusha e no Komoriuta,,
Utawarerumono: Chiriyukusha e no Komoriuta,,
Fifi and the Flowertots,,
Roary the Racing Car,,
Supermodel Makeover by Lauren Luke,,
Jewel Quest Mysteries: Curse of the Emerald Tear,,
Mahjong 300,,
Timmy Time,,
Atlantic Quest,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,,
Battle Dodge Ball,,
Battle Commander: Hachibushu Shura no Heihou,,
Battle Soccer: Field no Hasha,,
Super Puyo Puyo,,
Super Robot Taisen EX,,
Slayers,,
Kenyuu Densetsu Yaiba,,
Gaia Saver Hero Saidai no Sakusen,,
The Great Battle Gaiden 2: Matsuri da Wasshoi,,
Dai-4-Ji Super Robot Taisen,,
Super Nazo Puyo: Ruruu no Ruu,,
Zen-Nippon GT Senshuken,,
Doki Oki,,
Shin Super Robot Taisen,,
Dai-4-Ji Super Robot Taisen S,,
Super Robot Taisen F,,
Shin Super Robot Taisen Special Disk,,
Super Robot Taisen F Kanketsuhen,,
Real Robots Final Attack,,
Super Robot Spirits,,
Super Robot Taisen Complete Box,,
Super Robot Taisen F Kanketsuhen,,
Super Robot Taisen 64,,
Super Robot Taisen ?ñ,,
Super Robot Taisen ?ñ Gaiden,,
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,,
Super Robot Taisen A,,
Super Robot Taisen Impact,,
Super Robot Taisen R,,
Dai-2-Ji Super Robot Taisen ?ñ,,
Summon Night 3,,
Super Robot Taisen D,,
Super Robot Taisen: Scramble Commander,,
Super Robot Taisen MX,,
Konjiki no Gashbell!! Makai no Bookmark,,
Ultraman Fighting Evolution 3,,
Dai-3-Ji Super Robot Taisen ?ñ: Shuuen no Ginga e,,
A.C.E.: Another Century's Episode,,
Super Robot Taisen J,,
Summon Night EX-Thesis: Yoake no Tsubasa,,
Super Robot Taisen MX Portable,,
Summon Night Craft Sword Monogatari: Hajimari no Ishi,,
A.C.E.: Another Century's Episode 2,,
Summon Night 4,,
Rurouni Kenshin: Enjou! Kyoto Rinne,,
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,,
Magna Carta Portable,,
Super Robot Taisen XO,,
Ultraman Fighting Evolution 0,,
Super Robot Taisen OG: Original Generations,,
Super Robot Taisen W,,
Super Robot Taisen OG: Original Generations Gaiden,,
A.C.E.: Another Century's Episode 3: The Final,,
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,,
Super Robot Taisen: Scramble Commander the 2nd,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,,
Nodame Cantabile,,
A.C.E.: Another Century's Episode 2 - Special Vocal Version,,
Suzumiya Haruhi no Tomadoi,,
Summon Night,,
Kimi ni Todoke: Sodateru Omoi,,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,,
Kimi ni Todoke: Tsutaeru Kimochi,,
The Settlers IV,,
Detective Opera: Milky Holmes 2,,
Risk / Battleship / Clue,,
Sorry! / Aggravation / Scrabble Junior,,
CandyLand / Chutes & Ladders / Memory,,
The Game of Life / Yahtzee / Payday,,
Mousetrap / Operation / Simon,,
Pong / Asteroids / Yars' Revenge,,
Scrabble Blast!,,
Millipede / Super Breakout / Lunar Lander,,
Marble Madness / Klax,,
Spy Hunter / Super Sprint,,
Snood 2: On Vacation,,
UNO / Skip-Bo / UNO Freefall,,
"Princess Natasha: Student, Secret Agent, Princess",,
UNO 52,,
M&M's Kart Racing,,
Harlem Globetrotters: World Tour,,
Showtime Championship Boxing,,
Arctic Tale,,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,,
Betty Boop's Double Shift,,
Frisbee Disc Freestyle / Frisbee Disc Golf,,
Jeep Thrills,,
M&M's Kart Racing,,
Garfield's Fun Fest,,
Yamaha Supercross,,
Yamaha Supercross,,
DefCon 5,,
Metal Max Returns,,
Doukoku Shoshite...,,
Taito Legends Power Up,,
Summer Sports: Paradise Island (Others sales),,
North American Hunting Extravaganza,,
Summer Sports 2: Island Sports Party,,
Burger Island,,
Kidz Sports: Crazy Golf,,
USA Today Crossword Challenge,,
Cate West: The Vanishing Files,,
Fantasy Aquarium by DS,,
50 Classic Games,,
Rec Room Games,,
StokEd,,
We Wish You A Merry Christmas,,
Burger Island,,
Buck Fever,,
Tournament Pool,,
Alien Monster Bowling League,,
Cate West: The Vanishing Files,,
Party Pigs: Farmyard Games,,
Fantasy Aquarium World,,
Dino Pets,,
Battle Rage,,
Indianapolis 500 Evolution,,
Mahjongg Mysteries: Ancient Egypt,,
I Love Puppies,,
Game Hits!,,
Western Riding Academy,,
Satisfashion,,
Pet Pals: New Leash on Life,,
Harley-Davidson: Road Trip,,
Casual Mania!,,
North American Hunting Extravaganza 2,,
Marines: Modern Urban Combat,,
Sea Park Tycoon,,
Jig-A-Pix: Wild World,,
Triple Crown Championship Snowboarding,,
Dragon's Lair,,
Princess Isabella: A Witch's Curse,,
Winter Blast: 9 Snow & Ice Games,,
I Love Horses: Rider's Paradise,,
Satisfashion,,
Rec Room Games,,
Phantom: Phantom of Inferno,,
Approaching Blocks,,
PGA Tour 96,,
FIFA Soccer 96,,
Madden NFL 97,,
NBA Live 97,,
NHL 97,,
PGA Tour 97,,
FIFA Soccer 97,,
NBA Live 98,,
Madden NFL 98,,
Triple Play 98,,
NHL 98,,
FIFA: Road to World Cup 98,,
NCAA Football 98,,
FIFA: Road to World Cup 98,,
Madden NFL 99,,
Tiger Woods 99 PGA Tour Golf,,
Triple Play 99,,
NHL 99,,
NCAA Football 99,,
Madden NFL 99,,
FIFA 99,,
NBA Live 99,,
NHL 99,,
NHL 2000,,
FIFA Soccer World Championship,,
FIFA 2001 Major League Soccer,,
Madden NFL 2002,,
NBA Live 2002,,
Madden NFL 2002,,
NASCAR Thunder 2002,,
FIFA Soccer 2002,,
Knockout Kings 2003,,
Project FIFA World Cup,,
FIFA Soccer 2003 (weekly jp sales),,
MVP Baseball 2003,,
Madden NFL 2004,,
Fight Night Round 2004,,
Tiger Woods PGA Tour,,
UEFA Euro 2004: Portugal,,
UEFA Euro 2004: Portugal,,
NBA Live 06 (All region sales),,
NBA Live 06 (Weekly american sales),,
NHL 06,,
FIFA 06 Soccer,,
FIFA Soccer 06,,
Tiger Woods PGA Tour 06,,
MVP 06 NCAA Baseball,,
FIFA Soccer 08,,
Madden NFL 08,,
Tiger Woods PGA Tour 09,,
Madden NFL 09,,
Football Academy,,
EA Sports Active NFL Training Camp,,
FIFA Soccer 11,,
Madden NFL 11,,
Madden NFL 11,,
FIFA Soccer 12,,
Madden NFL 12,,
FIFA Football,,
FIFA Soccer 12,,
FIFA 13,,
FIFA 13,,
FIFA Street (2012),,
FIFA Street (2012),,
FIFA 13,,
FIFA 13,,
FIFA 13,,
FIFA 13,,
FIFA 14,,
FIFA 14,,
FIFA 14,,
FIFA 14,,
Madden NFL 15,,
Madden NFL 15,,
FIFA 15,,
FIFA 15,,
FIFA 15,,
NHL 15,,
NHL 15,,
NHL-Legacy Edition,,
NHL-Legacy Edition,,
NHL 16,,
NHL 16,,
Madden NFL 17,,
Madden NFL 17,,
FIFA 18,,
FIFA 18,,
PriministAr,,
Kimi o Aogi Otome wa Hime ni,,
Saka Agari Hurricane Portable,,
Love of Renai Koutei of Love!,,
Hatsuyuki Sakura,,
RepKiss,,
Karumaruka Circle,,
Hanasaki Work Spring!,,
Timepiece Ensemble,,
Amaekata wa Kanojo Nari ni.,,
Kamidanomi Shisugite Ore no Mirai ga Yabai.,,
Higurashi no Naku Koro ni Hou,,
Kimi no Hitomi ni Hit Me,,
FirePower for Microsoft Combat Flight Simulator 3,,
"Lunar 2: Eternal Blue(sales, but wrong system)",,
The Invisible Hours,,
Has-Been Heroes,,
Has-Been Heroes,,
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,,
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,,
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,,
Pachinko Kaou: Misora Hibari,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,,
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,,
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,,
FootLOL: Epic Fail League,,
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),,
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),,
Hankou Shashin,,
Victory Spike,,
Medarot: Kabuto / Kuwagata Version,,
EVE: burst error,,
Eve: The Lost One,,
Medarot 2: Kabuto / Kuwagata Version,,
Medarot 3: Kabuto / Kuwagata Version,,
Medarot 4: Kabuto / Kuwagata Version,,
Medabots Classics: Metabee Ver. / Rokusho Ver.,,
Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training 2,,
Pro Pinball,,
Reloaded,,
Tempest 3X,,
